AT2G43120	OS03G0845000
AT1G30870	OS07G0499500
AT4G34590	OS02G0132500
AT4G34590	OS09G0306400
AT4G34590	OS08G0357300
AT4G24190	OS06G0716700
AT1G05800	OS01G0900400
AT1G05800	OS11G0299300
AT1G05800	OS01G0900700
AT3G02280	OS01G0733600
AT2G19060	OS01G0748500
AT2G19060	OS05G0518300
AT5G20910	OS09G0434200
AT1G03055	OS11G0587000
AT1G01160	OS12G0496900
AT1G01160	OS11G0615200
AT1G11170	OS07G0564800
AT3G19230	OS03G0184400
AT3G19230	OS09G0458300
AT3G15590	OS01G0280400
AT3G15590	OS12G0170100
AT5G50630	OS08G0532400
AT5G37020	OS04G0671900
AT3G11380	OS10G0501300
AT3G11380	OS10G0501000
AT3G11380	OS10G0501200
AT2G32560	OS01G0281000
AT1G20132	OS10G0140300
AT1G20132	OS02G0101400
AT1G20132	OS06G0351500
AT1G20132	OS09G0540400
AT1G20132	OS10G0438600
AT1G20132	OS03G0859100
AT1G70210	OS09G0382300
AT1G70210	OS06G0236600
AT1G70210	OS08G0421100
AT1G49880	OS03G0206300
AT1G27060	OS01G0777800
AT3G05000	OS07G0291100
AT3G05000	OS09G0244900
AT3G20530	OS01G0789200
AT3G20530	OS05G0498900
AT3G20530	OS09G0572600
AT4G37490	OS05G0493500
AT4G37490	OS01G0805600
AT2G35200	OS02G0693000
AT2G35200	OS04G0591300
AT2G25355	OS01G0891400
AT2G25355	OS01G0661400
AT1G30690	OS06G0671800
AT4G39770	OS09G0369400
AT4G39770	OS08G0409100
AT4G39770	OS06G0222100
AT4G39040	OS10G0512500
AT4G14790	OS03G0746500
AT5G57010	OS01G0570800
AT5G58530	OS10G0343900
AT5G58530	OS01G0829400
AT5G58530	OS05G0471350
AT3G25610	OS06G0488600
AT1G35680	OS02G0259600
AT3G63170	OS07G0571600
AT3G60600	OS02G0643000
AT3G60600	OS10G0507600
AT3G60600	OS08G0156700
AT3G60600	OS04G0369000
AT3G60600	OS04G0534400
AT4G37630	OS03G0617500
AT4G37630	OS12G0588800
AT4G37630	OS03G0203800
AT1G58120	OS07G0620600
AT3G50750	OS07G0580500
AT5G03345	OS12G0566400
AT5G03345	OS11G0568633
AT4G25190	OS10G0554900
AT1G63710	OS04G0560100
AT1G63710	OS02G0666500
AT1G03103	OS03G0794000
AT1G03103	OS07G0175600
AT1G03103	OS07G0174900
AT1G03103	OS07G0174400
AT1G03103	OS03G0793800
AT1G03103	OS07G0175000
AT2G33560	OS02G0193600
AT1G31970	OS07G0301200
AT1G04960	OS09G0482740
AT5G35400	OS06G0663100
AT4G27700	OS09G0530000
AT3G12720	OS07G0497500
AT2G24765	OS08G0248900
AT4G30200	OS02G0152500
AT5G66700	OS07G0581700
AT5G66700	OS03G0198600
AT4G26466	OS09G0297800
AT4G26466	OS06G0303800
AT4G26466	OS02G0721700
AT3G53170	OS03G0115300
AT2G30810	OS10G0115550
AT5G14895	OS02G0743200
AT5G10400	OS06G0160001
AT1G10740	OS05G0408300
AT4G27710	OS07G0635700
AT4G27710	OS06G0191800
AT4G27710	OS03G0370900
AT4G27710	OS07G0635300
AT4G27710	OS07G0635500
AT4G27710	OS07G0419100
AT4G27710	OS07G0418500
AT4G27710	OS07G0635200
AT4G27710	OS06G0191700
AT4G27710	OS07G0419000
AT4G27710	OS01G0349800
AT4G38900	OS04G0181300
AT4G38900	OS09G0520400
AT4G38900	OS08G0543900
AT4G38900	OS10G0531900
AT4G38900	OS03G0127500
AT4G38050	OS07G0490500
AT2G07180	OS06G0663200
AT1G32960	OS04G0127100
AT4G23740	OS01G0223600
AT1G10290	OS06G0247800
AT1G10290	OS02G0738900
AT1G10290	OS08G0425100
AT1G34020	OS12G0154600
AT1G34020	OS05G0215800
AT1G34020	OS02G0614500
AT1G34020	OS12G0154000
AT5G61880	OS01G0960800
AT5G61880	OS10G0479600
AT4G31010	OS08G0174900
AT1G20575	OS03G0824400
AT5G51280	OS02G0150100
AT5G51280	OS06G0697200
AT3G49860	OS03G0200800
AT2G27950	OS02G0823300
AT2G27950	OS09G0570500
AT5G63510	OS02G0508000
AT5G05240	OS02G0132200
AT5G02080	OS02G0575200
AT5G02080	OS08G0176100
AT5G47560	OS08G0503700
AT5G47560	OS09G0484900
AT1G49190	OS10G0463400
AT5G57460	OS08G0243900
AT5G22300	OS02G0635000
AT5G22300	OS02G0635200
AT1G01730	OS04G0556900
AT1G01730	OS02G0664700
AT1G26500	OS07G0599201
AT5G64350	OS02G0760300
AT1G75125	OS01G0612800
AT3G27880	OS05G0568800
AT3G27880	OS05G0578100
AT3G27880	OS01G0639600
AT3G27880	OS05G0568600
AT2G48060	OS01G0388500
AT2G41770	OS05G0391200
AT2G41770	OS07G0656400
AT1G13800	OS11G0659400
AT1G13800	OS02G0644600
AT5G44060	OS02G0621600
AT5G44060	OS10G0472501
AT5G44060	OS04G0512500
AT5G45940	OS05G0209400
AT5G20030	OS06G0600700
AT5G20030	OS02G0204500
AT4G25220	OS04G0555300
AT4G25220	OS08G0156600
AT1G28380	OS05G0557400
AT3G63010	OS05G0407500
AT3G07110	OS03G0756000
AT3G07110	OS11G0425800
AT3G07110	OS03G0755700
AT3G07110	OS07G0109500
AT5G18200	OS07G0171200
AT3G05700	OS05G0358000
AT3G05700	OS12G0556100
AT3G42660	OS09G0241100
AT5G26200	OS03G0175200
AT5G26200	OS09G0444700
AT5G26200	OS10G0397800
AT2G30500	OS01G0168100
AT2G30500	OS05G0168800
AT2G30500	OS01G0167900
AT4G37910	OS09G0491772
AT5G59990	OS05G0466100
AT5G59990	OS01G0835700
AT1G10150	OS03G0769900
AT1G10150	OS10G0102400
AT1G10150	OS07G0124000
AT1G02180	OS02G0834300
AT1G01180	OS09G0518900
AT5G54010	OS11G0457300
AT5G54010	OS11G0461200
AT3G47300	OS01G0832200
AT3G47300	OS05G0467300
AT5G19570	OS05G0188300
AT4G21745	OS06G0681300
AT5G04780	OS12G0156900
AT1G16810	OS02G0727500
AT2G38440	OS03G0816900
AT2G38440	OS03G0817000
AT2G38440	OS07G0691700
AT2G38440	OS03G0298700
AT5G19550	OS01G0760600
AT4G03560	OS01G0678500
AT5G23250	OS07G0577700
AT1G55370	OS03G0748300
AT4G01330	OS03G0227900
AT4G01330	OS10G0533150
AT4G01330	OS03G0125600
AT4G01330	OS05G0436100
AT5G43330	OS10G0478200
AT2G25300	OS06G0177300
AT2G25300	OS06G0176200
AT1G70640	OS11G0444900
AT1G70640	OS11G0444700
AT5G58440	OS05G0346100
AT5G58440	OS01G0827200
AT5G58440	OS05G0474500
AT5G17440	OS02G0605600
AT4G05260	OS09G0481650
AT3G45020	OS09G0549700
AT1G71691	OS05G0419800
AT1G78970	OS08G0223900
AT5G49880	OS01G0877300
AT5G14860	OS09G0379400
AT5G14860	OS09G0329200
AT5G14860	OS09G0330000
AT5G14860	OS06G0271000
AT5G14860	OS04G0305700
AT2G16440	OS01G0544450
AT5G01280	OS01G0141900
AT1G09610	OS12G0204500
AT1G09610	OS11G0242600
AT3G18740	OS05G0490100
AT3G18740	OS01G0276000
AT3G18740	OS01G0812800
AT5G44210	OS05G0497300
AT5G42000	OS02G0673600
AT5G42000	OS04G0567700
AT5G42000	OS07G0452500
AT3G61060	OS09G0525300
AT3G61060	OS10G0522400
AT3G61060	OS02G0675800
AT3G61060	OS03G0116700
AT3G61060	OS02G0224900
AT3G61060	OS04G0571300
AT3G53280	OS03G0568400
AT3G53280	OS12G0512800
AT3G53280	OS07G0293000
AT5G48010	OS08G0223900
AT2G40980	OS02G0502500
AT2G22830	OS03G0231800
AT2G22830	OS03G0231700
AT1G69190	OS07G0618500
AT1G34065	OS05G0361900
AT1G34065	OS07G0295000
AT1G69730	OS02G0632800
AT1G69730	OS04G0651500
AT1G69730	OS04G0366000
AT1G69730	OS08G0501600
AT1G69730	OS03G0841100
AT1G69730	OS04G0308100
AT1G69730	OS09G0482640
AT1G69730	OS10G0180800
AT1G69730	OS08G0501500
AT1G69730	OS09G0339300
AT1G69730	OS04G0307900
AT1G69730	OS09G0561500
AT1G69730	OS01G0365000
AT1G69730	OS09G0561600
AT1G69730	OS02G0632100
AT1G69730	OS02G0633066
AT1G69730	OS05G0135100
AT1G69730	OS04G0365100
AT1G69730	OS09G0562600
AT1G69730	OS08G0378300
AT1G69730	OS02G0807800
AT1G69730	OS08G0501200
AT1G69730	OS09G0561450
AT1G69730	OS02G0632900
AT1G69730	OS04G0127500
AT1G69730	OS01G0364400
AT1G69730	OS08G0501000
AT2G35760	OS12G0514300
AT2G35760	OS03G0196400
AT4G35010	OS09G0539200
AT4G35010	OS08G0549200
AT2G36360	OS03G0835800
AT2G03110	OS03G0376800
AT2G32830	OS01G0741300
AT2G32830	OS03G0136400
AT2G32830	OS08G0564000
AT2G32830	OS03G0150800
AT2G32830	OS03G0150500
AT2G32830	OS03G0150600
AT2G32830	OS10G0444600
AT2G32830	OS04G0186400
AT2G32830	OS10G0444700
AT2G32830	OS04G0508751
AT2G32830	OS04G0185600
AT2G18020	OS12G0567700
AT1G64300	OS01G0621600
AT1G64300	OS05G0585800
AT4G10810	OS10G0502100
AT1G18180	OS03G0708400
AT2G39420	OS12G0100500
AT2G39420	OS11G0100600
AT2G39420	OS12G0262700
AT2G39420	OS01G0837200
AT1G53260	OS09G0509000
AT1G53260	OS09G0132600
AT1G18750	OS11G0658700
AT1G72670	OS05G0541100
AT1G72670	OS01G0708700
AT2G43490	OS01G0100100
AT1G63090	OS09G0525300
AT1G63090	OS10G0522400
AT1G63090	OS02G0675800
AT1G63090	OS03G0116700
AT1G63090	OS02G0224900
AT1G63090	OS04G0571300
AT3G53340	OS05G0463800
AT3G53340	OS05G0573500
AT3G53340	OS01G0834400
AT4G02990	OS05G0404000
AT2G35460	OS01G0864500
AT2G35460	OS01G0864300
AT2G35460	OS12G0158900
AT2G35460	OS12G0159000
AT2G35460	OS04G0685300
AT1G67350	OS03G0685900
AT5G45180	OS03G0182000
AT5G47890	OS04G0310500
AT5G57710	OS02G0788600
AT5G57710	OS08G0250900
AT2G31490	OS01G0750800
AT2G31490	OS01G0732100
AT4G26020	OS02G0148600
AT5G46800	OS10G0573700
AT5G46800	OS10G0573800
AT1G64510	OS03G0843400
AT1G10980	OS03G0334800
AT4G32900	OS05G0520200
AT2G25360	OS12G0102900
AT2G25360	OS11G0103400
AT2G20520	OS05G0563550
AT2G20520	OS02G0308800
AT2G20520	OS01G0668100
AT2G20520	OS02G0308400
AT2G20520	OS05G0563600
AT1G48270	OS06G0199800
AT3G21760	OS07G0503900
AT3G21760	OS07G0510400
AT3G21760	OS07G0502900
AT3G21760	OS07G0503300
AT3G21760	OS07G0564100
AT3G21760	OS07G0510500
AT3G21760	OS07G0503500
AT4G34230	OS02G0187800
AT3G48570	OS02G0178400
AT3G48570	OS06G0653900
AT4G21450	OS07G0558800
AT4G21450	OS08G0141300
AT1G35720	OS06G0221200
AT1G35720	OS02G0753800
AT5G47760	OS09G0261300
AT3G21690	OS03G0571700
AT3G21690	OS03G0572900
AT3G21690	OS03G0571900
AT3G21690	OS07G0516600
AT3G21690	OS03G0570800
AT4G21330	OS07G0549600
AT5G16870	OS04G0652900
AT1G72180	OS01G0878300
AT1G72180	OS11G0232100
AT3G30540	OS01G0663300
AT5G52280	OS10G0504600
AT1G78020	OS02G0751300
AT1G78020	OS09G0367900
AT1G78020	OS06G0223700
AT1G78020	OS08G0407600
AT1G63060	OS11G0533400
AT5G43280	OS01G0925200
AT2G40840	OS07G0662900
AT4G09650	OS02G0750100
AT3G23550	OS07G0108200
AT3G23550	OS07G0502200
AT4G24170	OS02G0645100
AT4G24170	OS09G0528000
AT4G24170	OS02G0644400
AT4G24170	OS08G0547500
AT4G24170	OS04G0538800
AT3G50690	OS07G0607800
AT3G11520	OS05G0493500
AT3G11520	OS01G0805600
AT3G25250	OS02G0603000
AT3G25250	OS04G0488700
AT3G53970	OS07G0548900
AT3G09560	OS01G0637100
AT1G24265	OS01G0100800
AT1G24265	OS05G0103700
AT2G40510	OS03G0816200
AT2G40510	OS05G0477300
AT2G40510	OS01G0823300
AT1G19710	OS01G0262600
AT3G01140	OS04G0461000
AT5G66920	OS07G0119400
AT3G01430	OS02G0743200
AT1G28050	OS09G0509700
AT1G28050	OS08G0536300
AT1G51420	OS01G0376700
AT1G51420	OS05G0144900
AT1G51420	OS02G0143100
AT5G01350	OS04G0508100
AT3G63070	OS07G0655500
AT3G63070	OS03G0358000
AT5G19700	OS06G0558300
AT3G18630	OS04G0673400
AT4G39110	OS06G0126250
AT4G28190	OS05G0502700
AT4G28190	OS01G0780800
AT2G38270	OS12G0175500
AT1G65540	OS02G0608400
AT1G65540	OS04G0496800
AT3G61120	OS04G0580700
AT3G61120	OS02G0682200
AT1G21600	OS11G0110100
AT1G21600	OS12G0110400
AT3G10530	OS01G0183100
AT1G68980	OS01G0788900
AT4G24430	OS08G0554300
AT4G24430	OS08G0554100
AT2G15820	OS02G0702000
AT1G20270	OS10G0497800
AT2G19940	OS03G0617900
AT2G19940	OS10G0494200
AT2G28840	OS01G0974400
AT2G28840	OS03G0275300
AT2G28840	OS05G0112000
AT5G64810	OS01G0186000
AT5G64810	OS05G0537100
AT5G64810	OS01G0714800
AT5G64810	OS01G0584900
AT5G64810	OS05G0183100
AT4G31810	OS10G0552900
AT1G02260	OS10G0547500
AT1G02260	OS03G0107300
AT4G31590	OS09G0428000
AT5G27270	OS06G0111300
AT4G27970	OS05G0219900
AT4G27970	OS01G0385400
AT4G27970	OS01G0226600
AT4G27970	OS07G0181100
AT4G27970	OS01G0623200
AT4G27970	OS02G0530100
AT3G56460	OS05G0313500
AT1G20410	OS04G0561700
AT4G18596	OS05G0220300
AT4G18596	OS07G0590500
AT4G18596	OS09G0572800
AT4G18596	OS06G0556600
AT4G18596	OS04G0398700
AT5G21222	OS01G0228400
AT4G18370	OS12G0616600
AT3G03460	OS04G0393100
AT3G03460	OS04G0393200
AT3G03460	OS12G0465700
AT3G22530	OS07G0173100
AT3G22530	OS03G0159900
AT4G25030	OS07G0159500
AT4G25030	OS10G0580900
AT4G25030	OS06G0115800
AT1G19900	OS03G0258900
AT2G21500	OS01G0261100
AT1G56140	OS05G0258400
AT1G56140	OS08G0202300
AT1G56140	OS04G0616600
AT1G56140	OS08G0203600
AT1G56140	OS04G0616700
AT1G56140	OS04G0616500
AT1G56140	OS08G0203700
AT1G56140	OS08G0203400
AT1G56140	OS05G0256500
AT1G56140	OS05G0263100
AT1G56140	OS04G0616400
AT1G56140	OS04G0616200
AT3G13490	OS02G0623500
AT5G62610	OS07G0193800
AT5G62610	OS03G0802900
AT4G23750	OS01G0224100
AT4G23750	OS01G0657400
AT4G28950	OS05G0513800
AT4G28950	OS01G0229400
AT3G51680	OS03G0299200
AT3G51680	OS07G0691600
AT2G36320	OS02G0530300
AT3G14770	OS01G0541800
AT3G14770	OS01G0700100
AT1G74270	OS05G0556900
AT1G74270	OS05G0555800
AT1G74270	OS02G0785800
AT1G43610	OS02G0796000
AT5G58450	OS05G0345400
AT5G61440	OS03G0168500
AT1G20050	OS01G0103600
AT1G72250	OS12G0616000
AT3G21520	OS07G0645300
AT3G14450	OS09G0314500
AT3G14450	OS02G0244600
AT3G14450	OS01G0209400
AT3G43550	OS10G0140300
AT3G43550	OS02G0101400
AT3G43550	OS06G0351500
AT3G43550	OS09G0540400
AT3G43550	OS10G0438600
AT3G43550	OS03G0859100
AT3G05230	OS09G0556000
AT5G05960	OS04G0415800
AT5G05960	OS01G0849000
AT5G05960	OS05G0160300
AT4G23760	OS01G0224300
AT3G49650	OS03G0773600
AT1G02420	OS03G0208600
AT5G16580	OS01G0930800
AT5G16580	OS05G0366600
AT5G16580	OS01G0813700
AT5G16580	OS05G0365600
AT5G16580	OS05G0366800
AT5G16580	OS05G0366000
AT5G16580	OS01G0813800
AT4G34555	OS09G0568800
AT4G34555	OS08G0559200
AT4G34555	OS11G0153800
AT2G41750	OS11G0145100
AT2G41750	OS12G0142600
AT4G26730	OS01G0785600
AT4G26730	OS05G0500700
AT3G02560	OS05G0346300
AT3G02560	OS03G0297300
AT3G02560	OS03G0297100
AT3G02560	OS02G0324500
AT1G11390	OS04G0660200
AT1G25450	OS06G0262800
AT1G25450	OS01G0529800
AT1G25450	OS02G0731900
AT1G25450	OS06G0260500
AT1G25450	OS03G0220100
AT3G22450	OS10G0484400
AT3G28200	OS04G0465100
AT3G28200	OS06G0237600
AT3G28200	OS02G0741200
AT1G77490	OS12G0178200
AT1G77490	OS12G0178100
AT1G77490	OS04G0434800
AT1G77490	OS02G0553200
AT4G35685	OS07G0611600
AT1G69250	OS07G0603100
AT1G69250	OS03G0418800
AT5G02060	OS05G0456500
AT5G02060	OS09G0249400
AT5G02060	OS01G0847300
AT4G32960	OS06G0150100
AT1G14890	OS10G0185400
AT1G14890	OS10G0186200
AT5G65170	OS08G0409500
AT5G65170	OS09G0370500
AT5G41820	OS06G0677500
AT1G07900	OS03G0287400
AT4G31930	OS08G0439900
AT4G31930	OS09G0557400
AT1G59218	OS11G0633500
AT1G59218	OS10G0183000
AT1G59218	OS03G0709200
AT1G33410	OS02G0142950
AT1G33410	OS02G0142500
AT2G36010	OS12G0158800
AT2G36010	OS04G0416100
AT2G36010	OS02G0537500
AT4G35760	OS03G0131500
AT2G05850	OS07G0656900
AT3G15990	OS06G0143700
AT4G37235	OS03G0767900
AT3G27220	OS04G0487100
AT3G27220	OS08G0128000
AT2G01890	OS10G0116800
AT2G01890	OS03G0238600
AT2G01890	OS11G0549620
AT2G01890	OS11G0549615
AT1G72280	OS03G0733800
AT5G55060	OS07G0511000
AT1G53670	OS06G0472000
AT4G18470	OS02G0312800
AT4G17660	OS09G0533600
AT4G17660	OS06G0714900
AT4G17660	OS04G0543000
AT4G17660	OS02G0650500
AT4G17660	OS07G0495150
AT5G24680	OS02G0106700
AT3G19570	OS10G0345701
AT3G19570	OS10G0345600
AT3G19570	OS03G0762900
AT3G19570	OS07G0115600
AT2G42000	OS10G0542100
AT4G26470	OS06G0609600
AT4G26470	OS02G0198200
AT5G18810	OS03G0363800
AT3G27930	OS05G0577900
AT3G27930	OS05G0577800
AT2G42900	OS05G0582000
AT1G78290	OS07G0622000
AT1G78290	OS03G0390200
AT3G14067	OS02G0779900
AT3G14067	OS02G0779200
AT3G14067	OS02G0779000
AT3G14067	OS02G0780200
AT5G36890	OS01G0897600
AT3G12955	OS12G0609600
AT5G18590	OS12G0538800
AT2G42640	OS01G0674100
AT2G42640	OS02G0241600
AT1G17360	OS07G0616000
AT3G61730	OS01G0219200
AT3G60960	OS05G0365500
AT5G41060	OS08G0535400
AT5G41060	OS01G0925300
AT5G41060	OS09G0508300
AT5G35180	OS08G0439100
AT1G14150	OS02G0578400
AT4G05340	OS07G0517800
AT3G01860	OS01G0920100
AT3G01860	OS04G0380200
AT5G23050	OS09G0380000
AT5G23050	OS09G0380050
AT2G40150	OS01G0830700
AT2G40150	OS05G0354400
AT2G40150	OS03G0291800
AT2G40150	OS11G0104800
AT2G40150	OS07G0693600
AT2G40150	OS12G0104700
AT2G40150	OS05G0470000
AT5G66600	OS03G0769000
AT5G66600	OS07G0123400
AT5G66600	OS03G0233800
AT2G37280	OS02G0528900
AT4G19730	OS04G0376400
AT4G19730	OS11G0462100
AT1G62910	OS10G0501700
AT1G62910	OS10G0499500
AT1G62910	OS08G0107700
AT1G62910	OS08G0110200
AT1G62910	OS04G0350000
AT1G62910	OS08G0248400
AT1G62910	OS10G0495200
AT1G62910	OS08G0107800
AT1G62910	OS10G0495100
AT1G62910	OS10G0497366
AT1G62910	OS10G0497300
AT1G62910	OS04G0351333
AT1G70420	OS05G0568800
AT1G70420	OS05G0578100
AT1G70420	OS01G0639600
AT1G70420	OS05G0568600
AT1G52590	OS01G0173000
AT5G04530	OS10G0472900
AT5G04530	OS03G0382100
AT5G04530	OS02G0813600
AT5G04530	OS03G0383600
AT5G15930	OS08G0412600
AT3G49400	OS01G0702400
AT4G12450	OS10G0554001
AT4G12450	OS02G0661600
AT1G29850	OS05G0546500
AT1G29850	OS05G0547850
AT1G33810	OS08G0112600
AT1G19600	OS01G0105900
AT2G40316	OS03G0296700
AT3G15550	OS01G0176500
AT5G53920	OS05G0497675
AT5G26600	OS01G0290100
AT5G26600	OS01G0290600
AT1G18340	OS02G0125800
AT2G45530	OS10G0481450
AT3G56630	OS01G0803900
AT3G56630	OS01G0804400
AT3G56630	OS12G0134900
AT5G27430	OS09G0556000
AT5G38880	OS09G0386600
AT4G21220	OS07G0134400
AT4G15760	OS02G0471300
AT4G15760	OS02G0561500
AT1G31820	OS02G0700500
AT1G31820	OS03G0576900
AT1G55350	OS02G0709400
AT2G03040	OS03G0376000
AT2G03040	OS07G0632700
AT3G24605	OS01G0228500
AT3G24605	OS06G0163300
AT1G29460	OS09G0545500
AT1G29460	OS08G0550700
AT1G29460	OS09G0547033
AT1G29460	OS09G0547100
AT1G29460	OS09G0547000
AT1G29460	OS09G0546100
AT1G29460	OS09G0546700
AT1G29460	OS09G0545300
AT1G29460	OS09G0546200
AT1G29460	OS09G0545700
AT1G29460	OS09G0546900
AT5G23980	OS04G0578600
AT5G65274	OS11G0557900
AT3G46300	OS05G0120300
AT1G07420	OS11G0707600
AT1G07420	OS07G0101500
AT5G08305	OS10G0442700
AT5G07880	OS02G0437200
AT3G47840	OS05G0581300
AT3G52250	OS05G0126300
AT1G04260	OS03G0798400
AT5G67100	OS01G0868300
AT1G14720	OS03G0239000
AT1G14720	OS09G0395600
AT1G14720	OS10G0117000
AT1G62981	OS04G0580500
AT5G43010	OS02G0199900
AT5G43010	OS06G0607800
AT2G15290	OS02G0187600
AT2G15290	OS06G0638100
AT3G57060	OS07G0659500
AT1G65080	OS06G0171600
AT3G49620	OS09G0245500
AT5G16910	OS10G0578200
AT5G16910	OS06G0111800
AT5G15460	OS03G0426800
AT4G14140	OS03G0798300
AT4G14140	OS07G0182900
AT3G27010	OS01G0924400
AT3G27010	OS02G0641100
AT2G35160	OS09G0362900
AT2G35160	OS08G0399300
AT2G35160	OS08G0400200
AT2G35160	OS08G0400000
AT2G16640	OS10G0548800
AT3G17930	OS01G0805200
AT2G35600	OS04G0600500
AT2G35600	OS02G0700700
AT2G35600	OS03G0853500
AT1G80350	OS01G0683100
AT4G37160	OS07G0119400
AT1G67060	OS02G0221600
AT5G47970	OS04G0278900
AT3G07130	OS03G0848200
AT3G51510	OS05G0490900
AT5G41760	OS06G0523400
AT3G48180	OS06G0239200
AT3G48180	OS02G0740600
AT4G00020	OS01G0164900
AT4G00020	OS01G0164800
AT5G43450	OS04G0182200
AT4G33430	OS06G0225300
AT5G52560	OS06G0701200
AT3G23840	OS04G0611200
AT4G38340	OS09G0549450
AT4G38340	OS03G0131100
AT1G74100	OS10G0190100
AT1G74100	OS07G0605800
AT1G74100	OS07G0148600
AT1G74100	OS08G0514600
AT1G74100	OS08G0277300
AT1G74100	OS02G0684100
AT1G74100	OS11G0505300
AT1G74100	OS09G0555150
AT1G74100	OS12G0270900
AT1G74100	OS06G0626600
AT1G74100	OS11G0503900
AT1G74100	OS11G0141100
AT1G74100	OS08G0297800
AT1G74100	OS08G0240000
AT1G74100	OS11G0450400
AT1G74100	OS09G0256100
AT1G74100	OS04G0526300
AT1G74100	OS01G0311600
AT1G74100	OS08G0515000
AT1G74100	OS07G0606400
AT1G74100	OS11G0141333
AT1G74100	OS08G0239900
AT1G74100	OS12G0137700
AT1G74100	OS12G0137600
AT1G74100	OS04G0359300
AT3G45580	OS12G0102900
AT3G45580	OS11G0103400
AT2G34780	OS01G0768700
AT5G64780	OS09G0360400
AT5G64780	OS08G0397900
AT5G64780	OS01G0589500
AT5G64780	OS01G0182500
AT1G48450	OS03G0717900
AT2G43090	OS02G0655300
AT5G17010	OS10G0579200
AT3G61410	OS10G0548850
AT3G61410	OS06G0159900
AT3G61410	OS10G0552400
AT5G57320	OS06G0659300
AT5G57320	OS08G0240800
AT5G57320	OS04G0604000
AT4G22860	OS06G0130200
AT1G31910	OS03G0253100
AT3G59020	OS04G0337201
AT3G59020	OS04G0337300
AT3G59020	OS02G0474700
AT2G47760	OS01G0172000
AT5G66150	OS10G0140200
AT1G43630	OS11G0163800
AT1G43630	OS12G0164600
AT1G43630	OS04G0688000
AT3G24810	OS10G0471700
AT3G24810	OS03G0137800
AT2G47900	OS07G0667000
AT2G47900	OS03G0351400
AT1G75010	OS09G0555600
AT1G09700	OS11G0109900
AT1G09700	OS12G0109900
AT1G09700	OS05G0307400
AT4G38200	OS06G0622800
AT4G38200	OS02G0193800
AT4G28630	OS06G0128300
AT4G31740	OS03G0620800
AT5G56075	OS09G0479400
AT5G56075	OS09G0479300
AT3G53250	OS04G0517900
AT3G23000	OS03G0634400
AT3G27670	OS01G0169500
AT5G61540	OS04G0549300
AT5G46160	OS12G0616200
AT1G12900	OS04G0459500
AT1G30545	OS06G0187100
AT5G26860	OS03G0306400
AT1G16840	OS04G0606700
AT1G16840	OS08G0230000
AT1G69740	OS06G0704600
AT2G35580	OS03G0610650
AT2G35580	OS03G0610700
AT2G35580	OS03G0610800
AT1G73280	OS11G0431700
AT1G73280	OS10G0101100
AT1G73280	OS11G0643400
AT1G73280	OS03G0730400
AT1G73280	OS03G0730700
AT1G73280	OS12G0581400
AT1G73280	OS11G0461000
AT1G73280	OS03G0730500
AT1G73280	OS11G0431100
AT1G73280	OS11G0431400
AT1G73280	OS11G0460800
AT1G73280	OS11G0432900
AT1G73280	OS02G0687900
AT1G73280	OS04G0176400
AT1G73280	OS10G0101200
AT1G73280	OS11G0430000
AT2G30350	OS07G0230500
AT5G10620	OS04G0606900
AT3G48190	OS01G0106700
AT3G21160	OS04G0606400
AT2G42800	OS05G0530701
AT2G42800	OS01G0729400
AT3G04830	OS02G0127000
AT2G28780	OS11G0100300
AT2G28780	OS12G0100200
AT5G45660	OS01G0727900
AT4G29420	OS01G0193500
AT3G18690	OS02G0539500
AT3G18690	OS03G0267400
AT3G18690	OS04G0417600
AT3G18690	OS08G0102900
AT1G30000	OS05G0209100
AT5G16230	OS08G0200100
AT5G16230	OS03G0741000
AT5G16230	OS08G0199400
AT5G16230	OS06G0503800
AT5G16230	OS03G0423300
AT1G19150	OS09G0439500
AT2G38970	OS10G0464500
AT2G38970	OS02G0806700
AT2G38970	OS02G0619600
AT2G38970	OS04G0508800
AT2G38970	OS03G0142500
AT1G04860	OS08G0527900
AT1G04860	OS08G0527100
AT1G04860	OS08G0528000
AT1G04860	OS08G0528100
AT1G04860	OS09G0505100
AT1G04860	OS08G0527400
AT1G04860	OS08G0527600
AT1G04860	OS08G0527300
AT1G04860	OS08G0527800
AT3G48560	OS04G0389800
AT3G48560	OS02G0510200
AT2G07440	OS11G0143300
AT2G07440	OS12G0139400
AT2G35210	OS03G0854100
AT2G35210	OS10G0574800
AT4G31040	OS08G0224300
AT1G45010	OS01G0262500
AT3G54970	OS02G0252600
AT5G51795	OS03G0570300
AT1G76065	OS03G0159800
AT1G76065	OS02G0667050
AT1G76065	OS02G0667000
AT5G02480	OS03G0277100
AT5G02480	OS01G0840200
AT5G02480	OS01G0151100
AT3G57310	OS11G0620300
AT3G57310	OS01G0691100
AT3G57310	OS05G0550600
AT3G57310	OS10G0505700
AT3G57310	OS05G0550300
AT3G57310	OS10G0505500
AT3G57310	OS03G0111300
AT3G57310	OS10G0504900
AT3G57310	OS10G0505000
AT3G57310	OS06G0705400
AT3G57310	OS10G0504650
AT5G09210	OS03G0853700
AT5G09440	OS08G0485000
AT5G09440	OS06G0219900
AT3G54890	OS06G0320500
AT4G02030	OS03G0737800
AT3G15395	OS02G0197400
AT4G30160	OS06G0659300
AT4G30160	OS08G0240800
AT4G30160	OS04G0604000
